Exported by,ExportComments.com,,,,,,,
Source URL,https://www.instagram.com/reel/C4Ba8XUqkuO/?igsh=cmh0b2g0NGVuZGxi,,,,,,,
Timezone,UTC,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,Name,Username,Profile ID,Date,Likes,Comment,(view source)
1,,c_e_lestial,,58502625316,31/03/24 16:55:02,,,view comment
2,,everlasting_ben,,45886565388,31/03/24 17:17:25,,"Dark matter while just a Theory, was proven through closer observation. While light refuses to react with it, we can observe it through its gravity. Dark matter and Dark Energy hold the Solar System, Galaxy, and the current Universe together",view comment
3,,_aggelos_8,,58730436597,31/03/24 19:42:21,,@kadenpence53 he is talking about observable universe,view comment
4,,spacy_astro,,61641692449,01/04/24 03:03:07,,"Dark matter** is a mysterious type of matter that does not emit or interact with light, but has only been detected indirectly by its gravitational attraction",view comment
5,,spacy_astro,,61641692449,01/04/24 03:04:12,,@tewari.soham yesh,view comment
6,,oprecautions,,64014501062,01/04/24 04:21:25,,And what is dark matter and dark energy?,view comment
7,,c_e_lestial,,58502625316,01/04/24 04:29:35,,@spacy_astro that's some pure knowledge there... appreciate that,view comment
8,,tewari.soham,,57318322835,01/04/24 04:42:51,,Theoretical physicist ??,view comment
9,,jimpavel,,421022192,01/04/24 12:13:36,,"Yeah, pwrcent by what, mass?  Volume?  Energy?  Particle count?",view comment
10,,thefamilyguydude,,63036965330,02/04/24 12:45:55,,Please tell this to my physics teacher,view comment
11,,entity_dhanush,,16968187201,02/04/24 14:17:28,,,view comment
12,,jimsiokos,,1722726638,02/04/24 15:18:57,,@needkimchiplease Michio Kaku,view comment
13,,_lungoulen013_,,54845837545,02/04/24 17:52:28,,Then what is dark matter and dark energy... They said we don't know ???????,view comment
14,,vegecherry,,62366722126,02/04/24 21:17:20,,"So the universe is 100,03%",view comment
15,,studioasgardone_sk_official,,61764590248,03/04/24 06:13:02,,...and you are also wrong...just another fake theory...simply read old Hindu scriptures in its origin language and all answers are there ??,view comment
16,,loststar_0405,,63374537308,03/04/24 15:37:15,,Isn't that 100.03%,view comment
17,,anyproblem960,,61312159178,03/04/24 18:10:38,,Mango is wrong,view comment
18,,jay_sahasrabudhe,,48852352715,04/04/24 04:29:24,,Then what is Dark Matter and Dark Energy made of.....???,view comment
19,,xtrmon_music,,49661468643,04/04/24 12:24:59,,But black people it more then,view comment
20,,just_pigeon0395,,60886930948,04/04/24 17:26:46,,Se are made of atoms?,view comment
21,,daksxzz,,37764270319,06/04/24 07:18:54,,@royal.nod well as a astrophysicist there is dark matter star in our universe.,view comment
22,,todo_lo_que_existe,,60927014053,06/04/24 18:04:12,,22%>>^^**1aj45450000G,view comment
23,,aitreda8,,60179041069,06/04/24 19:11:07,,,view comment
24,,amina_abdnaser,,65203716844,06/04/24 21:51:46,,What is dark energy and what is it made of,view comment
25,,deewynn5,,60017010867,06/04/24 22:38:34,,I knew it,view comment
26,,jst_weauge,,51138686590,06/04/24 23:24:57,,Thats too much,view comment
27,,hashim.zzz,,60314685667,07/04/24 03:01:20,,Scientists: most of the universe is made of dark matter. What is dark matter? Scientists: idk,view comment
28,,karthikeya_inumula,,44345649028,07/04/24 09:39:46,,"Baagundi Anna memu emo 14 years kastabadi  chadivithe ,  meeremo simple ga ,"" this world is not made of atoms "" anta .. ??. Idi mundhe chappali kadaaaaaa.. Amma aaaa..",view comment
29,,joshua_phaomei,,7318759344,07/04/24 10:02:26,,That's very outdated theory bruhh,view comment
30,,005_its_aman1432,,50313892198,07/04/24 12:45:50,,And that .03 percent is trying to destroy whole universe??,view comment
31,,executive.azrael718,,48988426674,08/04/24 00:58:11,,"My apologies, I wasn't aware you had animal eyesight",view comment
32,,amey___1245,,44724708912,08/04/24 02:29:24,,So why did they teach ??,view comment
33,,stefanos_fsc,,4050908303,08/04/24 05:00:26,,"in books it says everything we know amd see it's made out of atoms, dark matter and dark energy we can't even see ,react with it , or even use the  physical laws on this so the books are correct",view comment
34,,ashu.singh58_54,,62589095715,08/04/24 09:06:06,,Can you explain what is dark matter ??,view comment
35,,bidhan.bimali,,47416169536,08/04/24 10:32:47,,Than scientist never explained dark matter well,view comment
36,,nighenriquez,,60040114099,08/04/24 11:06:26,,@kadenpence53 unlimitedly expanding ? infinite in size,view comment
37,,questionable_haji,,61620652514,08/04/24 11:47:36,,@rafay_ansari_72 ...Kya BOLL rha ha ya??????,view comment
38,,its_rialisa,,60046307345,08/04/24 12:12:44,,"If so, then what are those Dark Energy and Dark matter composed off?",view comment
39,,ninkovlc,,37353273051,09/04/24 02:35:44,,You know nothings,view comment
40,,saadbabezzine,,48405881082,09/04/24 03:49:19,,I think it's definitely less than 0.03% because the universe is expanding,view comment
41,,_marekvrablik_,,38908301812,09/04/24 17:02:40,,"I think that 0.03 percent is just too much, i though the universe is mega big so we make at least 0.00001 percent",view comment
42,,iateurgrandmaheehee,,53119655295,10/04/24 01:36:32,,i learned about aotms in 3rd grade-,view comment
43,,sarim_farhan,,28214888683,10/04/24 04:38:05,,"@kadenpence53 Hes using estimates of our visible universe to estimate it also u can make percentages of infinity though yes all parts how ever small will eventually be equal but there are different sets of infinity if u want to know just search up ""types of infinity""",view comment
44,,the_rahul_kumaran9624_,,8049293870,10/04/24 10:15:04,,Plz make the reel about the dark matter,view comment
45,,iiiiamdeeee,,2028485462,10/04/24 12:36:58,,So if every textbook is wrong then how he knows he’s right ??? ??,view comment
46,,ll__kohdaman_rasekh__ll,,8550354049,10/04/24 13:48:36,,What i hear??,view comment
47,,quann_1998,,7027887211,10/04/24 13:56:53,,Put this in school textbooks,view comment
48,,ssakhann,,1049831017,11/04/24 09:01:56,,And your point is?,view comment
49,,helixsoraisham,,63575969999,11/04/24 12:07:51,,What is dark matter,view comment
50,,spacy_astro,,61641692449,11/04/24 12:37:52,,@the_rahul_kumaran9624_ ok I'll give it a try,view comment
51,,the_rahul_kumaran9624_,,8049293870,11/04/24 15:13:00,,@spacy_astro OK,view comment
52,,asjustas_simple,,9172312527,11/04/24 15:16:23,,thanks lord...my teacher said us everything is made up of matter,view comment
53,,entahla170,,25752061889,12/04/24 08:57:54,,@will_ow_the_wisp_ hes physicists,view comment
54,,manedfrmda80,,52272502923,12/04/24 12:09:00,,Wtf is he saying how can he take percentage of something infinite,view comment
55,,baratrajaboff,,52025647057,13/04/24 04:04:06,,What is dark matter and dark energy made of,view comment
56,,nouman_a_k,,3109802378,13/04/24 06:25:32,,Recent study of April 2024 suggest you can Google say Scientist: Dark matter does not exist and the universe is 27 billion years old,view comment
57,,sashadonthave,,2202013231,13/04/24 06:54:40,,??s.. hit strong,view comment
58,,g3orgy._,,35527729574,13/04/24 16:01:43,,@aimanpesso,view comment
59,,joakim_silva,,485713645,13/04/24 16:14:42,,So we only measure and interpret the entire universe from 0.03% of the universe.,view comment
