,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,bork11,Jordy,"2023-08-07 23:14:03",2,"How do we know they exist/existed?",6783085178791085062,https://www.tiktok.com/share/user/6783085178791085062,https://www.tiktok.com/@bork11/video/7264722114643578155?comment_id=7264722526782128942
2,,kamardavid,"Kamar -david","2023-08-07 23:21:43",1,"No way bro.",6780165235220530181,https://www.tiktok.com/share/user/6780165235220530181,https://www.tiktok.com/@kamardavid/video/7264722114643578155?comment_id=7264724520475869957
3,,malakitunstall,m@1@k!,"2023-08-07 23:25:28",94,"I really miss them they really just disappeared",6910240937381725189,https://www.tiktok.com/share/user/6910240937381725189,https://www.tiktok.com/@malakitunstall/video/7264722114643578155?comment_id=7264725496913675054
4,,darthmatter24,DarthMatter24,"2023-08-08 00:25:24",3,"What kind of energy would dark stars emit that would be detectable through our instruments?",6929951966127457285,https://www.tiktok.com/share/user/6929951966127457285,https://www.tiktok.com/@darthmatter24/video/7264722114643578155?comment_id=7264740935354581806
5,,bobodarotty,"BoBo and his papa","2023-08-08 05:10:55",2,"I told you this before and I'll tell you again I fucking love your page man! thank you for the amazing content on a consistent basis",6861425635181495302,https://www.tiktok.com/share/user/6861425635181495302,https://www.tiktok.com/@bobodarotty/video/7264722114643578155?comment_id=7264814429918118702
6,,funtoagun,aiden,"2023-08-10 03:46:37",1,"you look like @Christopher Manzano",6808640839771915269,https://www.tiktok.com/share/user/6808640839771915269,https://www.tiktok.com/@funtoagun/video/7264722114643578155?comment_id=7265534908499657515
7,,omer_shitrit,Omer,"2023-08-10 22:18:19",1,"the head movement in the beginning is taking me out",6920374111071962113,https://www.tiktok.com/share/user/6920374111071962113,https://www.tiktok.com/@omer_shitrit/video/7264722114643578155?comment_id=7265821388542771975
8,,ohheyitslilly,"Liselotte Franquet","2023-08-10 22:30:44",2,"Ain’t the balanc 4% visible matter, 21% dark marrer and 75% dark energy?",6777799631616148485,https://www.tiktok.com/share/user/6777799631616148485,https://www.tiktok.com/@ohheyitslilly/video/7264722114643578155?comment_id=7265824503158047521
9,,eid_hctib,︎,"2023-08-11 14:20:52",4,"so i can make a dark matter star if i can find some dark matter????",7040643775027627013,https://www.tiktok.com/share/user/7040643775027627013,https://www.tiktok.com/@eid_hctib/video/7264722114643578155?comment_id=7266069381955896096
10,,onlyforshan,Jay,"2023-08-11 16:13:20",1,"dark matter like the flash so that means we can get superpowers",7172584297970025499,https://www.tiktok.com/share/user/7172584297970025499,https://www.tiktok.com/@onlyforshan/video/7264722114643578155?comment_id=7266098482884625159
11,,saman.khyvhynk,Sammy,"2023-08-12 15:34:46",142,"Dark matter?,time to make a partical accelarator on a stormy night",7250568967002358830,https://www.tiktok.com/share/user/7250568967002358830,https://www.tiktok.com/@saman.khyvhynk/video/7264722114643578155?comment_id=7266459588818895662
12,,astrobot3423,astrobot3423,"2023-08-13 21:38:00",44,"all we need is a particle Accelerator and lightning",7093984818526307374,https://www.tiktok.com/share/user/7093984818526307374,https://www.tiktok.com/@astrobot3423/video/7264722114643578155?comment_id=7266924267509711659
13,,albert.dignos,?,"2023-08-19 02:38:55",1,?,7256739185188832262,https://www.tiktok.com/share/user/7256739185188832262,https://www.tiktok.com/@albert.dignos/video/7264722114643578155?comment_id=7268857242086245126
14,,iamwhatiam773reloaded,"I am not a TicToker","2023-08-20 11:01:53",2,"so the speed of light is being the fastest you can go is a lie because light doesn't escape a black hole.",7092179904004293674,https://www.tiktok.com/share/user/7092179904004293674,https://www.tiktok.com/@iamwhatiam773reloaded/video/7264722114643578155?comment_id=7269357629267673899
15,,gmuula,gmuula,"2023-08-21 12:29:39",4,"Guess we gotta make a particle accelerator",7133833471016829994,https://www.tiktok.com/share/user/7133833471016829994,https://www.tiktok.com/@gmuula/video/7264722114643578155?comment_id=7269751447436673835
16,,marvel.fan.videos,(toverland)Marvel.fan,"2023-08-21 22:48:24",1,"Daaaark matteeeer ~lclc",7101604141047448581,https://www.tiktok.com/share/user/7101604141047448581,https://www.tiktok.com/@marvel.fan.videos/video/7264722114643578155?comment_id=7269910937842549536
17,,tapendrabogati89,tapendrabogari@gmail.com,"2023-08-22 12:46:51",1,🥰🥰,7147886826202809387,https://www.tiktok.com/share/user/7147886826202809387,https://www.tiktok.com/@tapendrabogati89/video/7264722114643578155?comment_id=7270127031228056362
18,,engl409,Englooking,"2023-08-22 14:03:09",1,"I have a mass and I go to the bathroom to get rid of",7246542254177633326,https://www.tiktok.com/share/user/7246542254177633326,https://www.tiktok.com/@engl409/video/7264722114643578155?comment_id=7270146837519450922
19,,benya2217,Benyamin1324,"2023-08-22 21:20:46",2,"is there somthing called red matter star too?",7110255198064690182,https://www.tiktok.com/share/user/7110255198064690182,https://www.tiktok.com/@benya2217/video/7264722114643578155?comment_id=7270259558827590433
20,,dominicapaldi,Dom🔥.,"2023-08-22 23:01:04",1,"negawatt 🙏🙏🙏",7071375708120171562,https://www.tiktok.com/share/user/7071375708120171562,https://www.tiktok.com/@dominicapaldi/video/7264722114643578155?comment_id=7270285486751580970
21,,clippedworld,"Sigma Goggins","2023-08-23 00:11:33",2,"Theory can only take you so far",7247254775192945710,https://www.tiktok.com/share/user/7247254775192945710,https://www.tiktok.com/@clippedworld/video/7264722114643578155?comment_id=7270303623056474911
22,,mrmonomaniacal,"Mr. Monomaniacal","2023-08-23 05:57:59",3,"😏 hypothesized like the theory of relativity?",6973815545306366981,https://www.tiktok.com/share/user/6973815545306366981,https://www.tiktok.com/@mrmonomaniacal/video/7264722114643578155?comment_id=7270392748729746222
23,,user5680048870527,user85834575573,"2023-08-23 10:12:15",1,😜😜😜,7263719782188581930,https://www.tiktok.com/share/user/7263719782188581930,https://www.tiktok.com/@user5680048870527/video/7264722114643578155?comment_id=7270458218260955947
24,,turn.ahead,turn.ahead,"2023-08-24 05:45:46",1,"is there antiparticles of dark matter like there is of visible matter",6617978511535931398,https://www.tiktok.com/share/user/6617978511535931398,https://www.tiktok.com/@turn.ahead/video/7264722114643578155?comment_id=7270760764012675886
25,,dwxep,🩻,"2023-08-25 02:09:32",1,"i got bo3 dark matter",7092381539493676078,https://www.tiktok.com/share/user/7092381539493676078,https://www.tiktok.com/@dwxep/video/7264722114643578155?comment_id=7271076197676417834
26,,unfinished_sagor,"🗣️ SAGOR 🫠","2023-08-27 00:12:26",0,😳,7257347767971382318,https://www.tiktok.com/share/user/7257347767971382318,https://www.tiktok.com/@unfinished_sagor/video/7264722114643578155?comment_id=7271787817427321631
27,,aac.me,"A a ron","2023-08-27 03:40:09",0,"Space lore?",6820885651286672390,https://www.tiktok.com/share/user/6820885651286672390,https://www.tiktok.com/@aac.me/video/7264722114643578155?comment_id=7271841727316149038
28,,amarissalizayy,A̷m̷a̷r̷i̷s̷s̷s̷♡,"2023-08-27 09:04:52",0,"Barry need to come save us",6904421674051470341,https://www.tiktok.com/share/user/6904421674051470341,https://www.tiktok.com/@amarissalizayy/video/7264722114643578155?comment_id=7271925039755379502
29,,candacow,Babi,"2023-08-27 14:30:02",0,"I heard from somewhere else that dark matter accounts for 27% of mass in the universe.. could I pls have a source ☹️",6915806798793671686,https://www.tiktok.com/share/user/6915806798793671686,https://www.tiktok.com/@candacow/video/7264722114643578155?comment_id=7272009192246985518
30,,nothereanymore999,🌟,"2023-08-27 15:34:09",2,"I love science😝",7252963284975764526,https://www.tiktok.com/share/user/7252963284975764526,https://www.tiktok.com/@nothereanymore999/video/7264722114643578155?comment_id=7272025751917527850
31,,wazuridubois,wazuridubois,"2023-08-27 21:58:39",0,🥰,7159267187675743275,https://www.tiktok.com/share/user/7159267187675743275,https://www.tiktok.com/@wazuridubois/video/7264722114643578155?comment_id=7272124853136851755
32,,o_0jacob0_o,Jacob,"2023-08-28 01:53:56",0,"WAIT is it spits out energy could some be a WHITE hole",7107526883210019846,https://www.tiktok.com/share/user/7107526883210019846,https://www.tiktok.com/@o_0jacob0_o/video/7264722114643578155?comment_id=7272184530488296225
33,,mikewcu1,wcu,"2023-08-28 15:09:48",0,"🤭ya cool story bro😂",7221057556859536426,https://www.tiktok.com/share/user/7221057556859536426,https://www.tiktok.com/@mikewcu1/video/7264722114643578155?comment_id=7272390407287751467
34,,sankintotruth,"Great days ahead","2023-08-28 17:53:20",0,"hypotheticized.. 🤔",7031365084975629318,https://www.tiktok.com/share/user/7031365084975629318,https://www.tiktok.com/@sankintotruth/video/7264722114643578155?comment_id=7272432604904391466
35,,monkey12744,Kallie,"2023-08-30 16:10:41",0,"What would happen if the Earth got sucked into a black hole?",7210888606318085125,https://www.tiktok.com/share/user/7210888606318085125,https://www.tiktok.com/@monkey12744/video/7264722114643578155?comment_id=7273148406766781189
36,,doorgunner74,"Ron. Bergeron","2023-09-07 01:52:09",0,"🙄 what does it matter ? 😂",6790395281638949893,https://www.tiktok.com/share/user/6790395281638949893,https://www.tiktok.com/@doorgunner74/video/7264722114643578155?comment_id=7275895811594552107
37,,acendingthroughtime,vcvccccc,"2023-10-04 03:24:43",1,"so hypothetically speaking I have 50% of dark matter???????",7261696046710178858,https://www.tiktok.com/share/user/7261696046710178858,https://www.tiktok.com/@acendingthroughtime/video/7264722114643578155?comment_id=7285938947418276650
38,,jugularalarm314,"R6 Content","2023-10-05 03:00:56",0,"@Ian 🏃‍♂️",7086999308164203562,https://www.tiktok.com/share/user/7086999308164203562,https://www.tiktok.com/@jugularalarm314/video/7264722114643578155?comment_id=7286303954781242155
