,,"Unique ID","Name ",Date,Likes,Comment,"Profile ID","Author URL","Comment URL"
1,,browne_con_e,"Chris Browne Valenzuela","2022-02-06 20:30:38",98,"excuse me, dark matter, I did not consent to this.",6927837294192739333,https://www.tiktok.com/share/user/6927837294192739333,https://www.tiktok.com/@browne_con_e/video/7061686858081946926?comment_id=7061696882532729647
2,,jaykay2342,jaykay2342,"2022-02-06 20:36:26",16,"does dark matter also fall into black holes? it should because it's gravity at play, right?",7006751031627400198,https://www.tiktok.com/share/user/7006751031627400198,https://www.tiktok.com/@jaykay2342/video/7061686858081946926?comment_id=7061698395068728070
3,,txsurfergirl,Cassandra,"2022-02-06 20:57:04",1555,"Dark matter is ghosts.",6843410903539549190,https://www.tiktok.com/share/user/6843410903539549190,https://www.tiktok.com/@txsurfergirl/video/7061686858081946926?comment_id=7061703699298730798
4,,elizabeth_47_,user5919856248841,"2022-02-06 21:00:09",22,"so, no atoms? no sub atomic particles? how does it have mass? or are you just inferring from a gravitational pull?",6612347893984788485,https://www.tiktok.com/share/user/6612347893984788485,https://www.tiktok.com/@elizabeth_47_/video/7061686858081946926?comment_id=7061704485543183151
5,,notallchads,notallchads,"2022-02-06 21:02:36",32,"now I need to understand about dark energy",6824135479249421318,https://www.tiktok.com/share/user/6824135479249421318,https://www.tiktok.com/@notallchads/video/7061686858081946926?comment_id=7061705116966421294
6,,geekpharm,"Dr. GeekPharm","2022-02-06 21:04:17",182,"So could there be a whole parallel universe sharing the same ""space"" as us made of dark matter? Could there be dark life?",6853115251983041541,https://www.tiktok.com/share/user/6853115251983041541,https://www.tiktok.com/@geekpharm/video/7061686858081946926?comment_id=7061705555333055279
7,,packetplumber,packetplumber,"2022-02-06 21:05:21",11,"Questions: Does dark matter move through space? I suppose it does? It cannot have friction, right? Can darkmatter collide with other darkmatter?",6834598586459571206,https://www.tiktok.com/share/user/6834598586459571206,https://www.tiktok.com/@packetplumber/video/7061686858081946926?comment_id=7061705836867175214
8,,kirlinks,Kirlinks,"2022-02-06 21:08:11",46,"Yes. Do dark energy. DO IT",6712471708894757893,https://www.tiktok.com/share/user/6712471708894757893,https://www.tiktok.com/@kirlinks/video/7061686858081946926?comment_id=7061706575135982342
9,,acanuk,Nealer,"2022-02-06 21:10:22",56,"Is it possible we're just missing something and mass at a galactic scale just behaves differently than we expect creating the illusion of dark matter?",6891056573378184197,https://www.tiktok.com/share/user/6891056573378184197,https://www.tiktok.com/@acanuk/video/7061686858081946926?comment_id=7061707140733469445
10,,vrxbellicose,VRXBellicose,"2022-02-06 21:16:14",12,"so can we affect it with gravity then? or would that be too difficult?",6777211321567511558,https://www.tiktok.com/share/user/6777211321567511558,https://www.tiktok.com/@vrxbellicose/video/7061686858081946926?comment_id=7061708629914010415
